miscData,,,,,,,,,
startTime,,,,,,,,,
0,,,,,,,,,
,,,,,,,,,,
calls,,,,,,,,,
index,priority,x,y,arrivalTime,dispatchDelay,onSceneDuration,transport,hospitalIndex,handoverDuration,atom,CCC,recommendedAmbulanceClass
435,1,-73.89207722,40.83236891,0.4196875,0.00030093592592592594,0.012800925925925926,1,63,0.03144675925925926,042EA,GED,ALS
436,1,-73.90089568,40.8608684,0.4196990740740741,0.0013078803703703704,0.009658564814814814,0,,0.0,046HA,GED,ALS
437,2,-73.86129952,40.86161417,0.4197337962962963,0.0011458433333333333,0.012210648148148146,1,21,0.03179398148148148,047NA,GED,BLS
438,2,-73.88064822,40.87360444,0.42103009259259255,0.0017592692592592592,0.017152777777777777,1,56,0.024328703703703703,052KB,AEDP,BLS
439,1,-73.82350757,40.879322,0.4212037037037037,0.0002662137037037037,0.0196875,1,61,0.02936342592592592,045JE,GED,ALS
440,1,-73.89689182,40.84865713,0.42128472222222224,0.00016204703703703703,0.025034722222222222,1,23,0.012858796296296297,048AC,GED,BLS
441,1,-73.92334246,40.85110815,0.42189814814814813,0.00018519518518518517,0.02079861111111111,1,19,0.037800925925925925,046NB,GED,ALS
442,3,-73.89166025,40.84626886,0.42261574074074076,0.002731491481481481,0.0,0,,0.0,048CA,None,BLS
443,2,-73.91586157,40.84648686,0.42302083333333335,0.0038310285185185183,0.009907407407407408,1,19,0.03339120370370371,046IA,CADULT,BLS
444,2,-73.87905316,40.84491315,0.42375,0.00018519518518518517,0.019756944444444445,1,63,0.03501157407407408,048IA,GED,BLS
445,1,-73.84847249,40.83889005,0.4239583333333334,0.0029398248148148147,0.011481481481481483,1,18,0.032615740740740744,043MC,GED,ALS
446,2,-73.8655842,40.84863153,0.4244907407407407,0.018240750740740743,0.0,0,,0.0,043RD,None,BLS
447,2,-73.89714218131373,40.86244422231369,0.42451388888888886,0.0007754729629629631,0.0077314814814814815,1,19,0.025613425925925925,046HA,GED,BLS
448,1,-73.88114488,40.8742112,0.42462962962962963,0.0021296396296296297,0.025810185185185183,1,56,0.025520833333333336,052KB,GED,ALS
449,1,-73.92232806,40.85243482,0.42629629629629634,0.00023149148148148146,0.012719907407407407,1,19,0.027268518518518515,046NB,GED,ALS
450,3,-73.87467654,40.82338684,0.42643518518518525,0.033750010000000004,0.010335648148148148,1,21,0.05875,043CC,GED,BLS
451,1,-73.89707691,40.84558484,0.4265046296296296,0.0002199174074074074,0.00769675925925926,1,63,0.02226851851851852,048BB,GED,ALS
452,2,-73.89305925,40.84209328,0.4267476851851852,0.0001736211111111111,0.013287037037037036,1,63,0.02934027777777778,048EA,GED,BLS
453,1,-73.92397647,40.83600896,0.4270601851851852,0.0004051025925925926,0.03326388888888889,1,,0.03730324074074074,044EC,GED,ALS
454,3,-73.89846386123784,40.8894778769766,0.42800925925925926,0.0026620470370370374,0.008749999999999999,1,,0.02101851851851852,050HA,AEDP,BLS
455,1,-73.87905316,40.84491315,0.42895833333333333,6.945444444444444e-05,0.0,0,,0.0,048IA,nan,BLS
456,1,-73.88831377,40.88415637,0.4305092592592592,0.00037038037037037035,0.03005208333333333,1,,0.03304976851851852,050AC,None,ALS
457,3,-73.8890644,40.85219969,0.4311574074074074,0.00018519518518518517,0.010497685185185186,1,63,0.026886574074074077,048KA,GED,BLS
458,2,-73.91739282,40.81569755,0.43119212962962955,9.260259259259258e-05,0.011041666666666667,0,6,0.0,040IA,GED,BLS
459,3,-73.83255004,40.87221102,0.43155092592592587,0.04663195444444446,0.049942129629629635,1,18,0.033003472222222226,045JE,GED,BLS
460,2,-73.90130773,40.85860795,0.43324074074074076,0.00027778777777777777,0.007199074074074074,1,63,0.02085648148148148,046HA,GED,BLS
461,2,-73.90497786,40.82413748,0.43354166666666666,0.00010417666666666667,0.029120370370370366,1,,0.013854166666666666,042HA,GED,BLS
462,1,-73.87079119,40.82331136,0.4340740740740741,0.000613435925925926,0.02096064814814815,1,21,0.030312499999999996,043CB,GED,ALS
463,1,-73.89908676,40.82757233,0.4341782407407408,0.00035880629629629634,0.0,0,,0.0,042HB,None,BLS
464,2,-73.92232806,40.85243482,0.434537037037037,1e-08,0.0,0,,0.0,046NB,nan,BLS
465,2,-73.8535349,40.88620107,0.4346643518518518,0.011539361851851851,0.04037037037037037,1,24,0.033125,047FB,GED,BLS
466,2,-73.91910375,40.85356389,0.4353356481481481,0.01255788037037037,0.01792824074074074,1,,0.03207175925925926,046NB,GED,BLS
467,2,-73.88497733,40.85785843,0.4363657407407407,0.011643528518518518,0.01099537037037037,1,63,0.03259259259259259,048QA,STROKE,BLS
468,2,-73.90750905,40.87582224,0.4378125,0.005613435925925927,0.023703703703703703,1,14,0.03209490740740741,050EC,GED,BLS
469,1,-73.92054881,40.82474294,0.44023148148148145,0.0002199174074074074,0.024537037037037038,1,23,0.030810185185185187,044CA,GED,ALS
470,1,-73.92118617,40.80988232,0.4427083333333333,0.00010417666666666667,0.012499999999999999,1,23,0.04393518518518519,040IA,GED,ALS
471,3,-73.9061086,40.83139027,0.4428472222222222,1e-08,0.0,0,,0.0,042GB,nan,BLS
472,2,-73.82194794468487,40.86391442365935,0.4430902777777777,0.0025578803703703704,0.02273148148148148,1,18,0.03300925925925926,045JA,GED,BLS
473,1,-73.86287191,40.84009912,0.4434027777777778,0.00019676925925925926,0.03377314814814815,1,21,0.026504629629629628,043JB,GED,ALS
474,2,-73.86426486,40.88755731,0.4477546296296296,0.0010763988888888888,0.018726851851851852,1,24,0.03680555555555556,047EB,GED,BLS
475,1,-73.89683936817082,40.89684317016335,0.44837962962962963,0.00013889888888888888,0.0,0,,0.0,050CA,None,ALS
476,3,-73.8820508892705,40.86718634623874,0.44960648148148147,0.02030093592592593,0.02153935185185185,1,63,0.027858796296296298,052JA,GED,BLS
477,2,-73.92205247,40.81249796,0.4503819444444444,0.0010185285185185184,0.040532407407407406,1,23,0.04019675925925926,040IA,ATRAUM,BLS
478,2,-73.85517412,40.85457866,0.45100694444444445,0.019606491481481483,0.0,0,,0.0,043TB,None,BLS
479,1,-73.90251242,40.85247662,0.45209490740740743,0.0004513988888888889,0.021458333333333333,1,19,0.03585648148148148,046BA,GED,ALS
480,3,-73.86979796,40.82299732,0.4522453703703704,0.019351861851851854,0.023032407407407404,1,21,0.03561342592592592,043CA,GED,BLS
481,3,-73.9036456,40.82579757,0.45288194444444446,8.102851851851851e-05,0.006516203703703704,1,19,0.030752314814814816,042HB,GED,BLS
482,1,-73.90701242889078,40.84393133560335,0.45444444444444443,0.000613435925925926,0.01273148148148148,1,19,0.02900462962962963,044UA,GED,ALS
483,3,-73.87859096,40.843114,0.45468749999999997,0.00042825074074074075,0.0,0,,0.0,048IA,None,BLS
484,2,-73.84407568,40.89599429,0.45607638888888885,0.015162047037037036,0.03349537037037037,1,,0.03418981481481482,047JB,GED,BLS
485,2,-73.90824785,40.83406642,0.4569675925925926,8.102851851851851e-05,0.021388888888888888,1,23,0.0359837962962963,042BB,GED,BLS
486,1,-73.91798668,40.80675307,0.45746527777777773,0.0005671396296296296,0.015046296296296295,1,6,0.02787037037037037,040AH,GED,ALS
487,1,-73.86445844,40.88719952,0.45913194444444444,0.00011575074074074073,0.019664351851851853,1,24,0.030393518518518518,047EB,GED,ALS
488,2,-73.84238793,40.8806613,0.45989583333333334,0.0001273248148148148,0.0,0,,0.0,047FA,None,BLS
489,1,-73.90709789,40.84747849,0.4603587962962963,9.260259259259258e-05,0.01037037037037037,1,19,0.02775462962962963,046AA,GED,ALS
490,1,-73.91586626660585,40.84479448217766,0.46074074074074073,0.0008796396296296297,0.014374999999999999,1,19,0.04756944444444444,044NB,CADULT,ALS
491,3,-73.85647008,40.83024491,0.4613310185185186,0.017928250740740743,0.0,0,,0.0,043GE,None,BLS
492,1,-73.90705187,40.86365304,0.4624305555555555,0.0008680655555555556,0.01332175925925926,1,14,0.029965277777777775,052CA,OBS,BLS
493,2,-73.92531591,40.81035281,0.46313657407407405,0.00011575074074074073,0.010034722222222221,1,23,0.027719907407407405,040IA,GED,BLS
494,1,-73.9201431,40.81809582,0.46369212962962963,0.0007176025925925927,0.03886574074074074,1,23,0.039641203703703706,040GA,GED,ALS
495,2,-73.89844279,40.82802657,0.4649537037037037,0.0020833433333333332,0.0,0,,0.0,042HB,None,BLS
496,1,-73.84755462,40.88751472,0.46524305555555556,0.0002893618518518519,0.02821759259259259,1,25,0.031030092592592592,047FB,PEDP,ALS
497,2,-73.89822983,40.85846587,0.4654282407407408,0.0004976951851851853,0.0169212962962963,1,19,0.033032407407407406,046DA,GED,BLS
498,1,-73.90415101,40.88039904,0.4660532407407407,0.00034723222222222223,0.007835648148148149,1,14,0.02774305555555556,050FA,GED,ALS
499,1,-73.91031915,40.80892392,0.4661689814814815,0.00030093592592592594,0.013657407407407408,1,23,0.0330787037037037,040BB,GED,ALS
500,2,-73.90024813,40.87056955,0.4671180555555556,0.0013888988888888889,0.011273148148148148,1,14,0.03813657407407407,050DA,GED,BLS
501,2,-73.91369089618804,40.84166939653934,0.4673611111111111,0.00016204703703703703,0.02715277777777778,1,25,0.02549768518518519,044TA,GED,BLS
502,3,-73.92264931593542,40.85186959275417,0.46773148148148147,0.0010069544444444444,0.0,0,,0.0,046NB,None,BLS
503,1,-73.91845419,40.81405218,0.4684143518518518,0.00020834333333333334,0.0077083333333333335,1,23,0.030983796296296297,040IA,GED,ALS
504,2,-73.92650972,40.82362949,0.46881944444444446,0.00633102851851852,0.033414351851851855,1,19,0.02974537037037037,044BB,GED,BLS
505,3,-73.86187304,40.87848825,0.4690625,6.945444444444444e-05,0.0,0,,0.0,047BA,None,BLS
506,1,-73.88122446,40.88230542,0.4702662037037037,0.00024306555555555552,0.00863425925925926,1,25,0.021388888888888888,052NA,GED,ALS
507,1,-73.88393349,40.84827565,0.4721527777777778,0.0015393618518518518,0.009456018518518518,1,21,0.029953703703703705,048JA,GED,BLS
508,1,-73.89126962,40.86942144,0.47325231481481483,0.0006018618518518519,0.020787037037037038,1,56,0.030185185185185186,052FA,GED,ALS
509,2,-73.84796699,40.86270885,0.47373842592592585,0.0002199174074074074,0.00925925925925926,1,18,0.040671296296296296,047PA,GED,BLS
510,2,-73.89935378,40.81544522,0.474849537037037,0.0002199174074074074,0.028935185185185185,1,23,0.04818287037037037,041FA,ATRAUM,BLS
511,2,-73.82650006,40.87432358,0.4750231481481481,0.00662038037037037,0.023124999999999996,1,18,0.03293981481481481,045JE,GED,BLS
512,1,-73.89953391,40.83094918,0.4757291666666666,0.0009953803703703704,0.012083333333333333,1,19,0.03190972222222222,042EB,GED,ALS
513,1,-73.86739176,40.87473568,0.4769097222222222,0.0004051025925925926,0.025092592592592593,1,25,0.028981481481481483,047AB,GED,BLS
514,2,-73.90618512,40.82665176,0.4779166666666667,0.029328713703703706,0.0,0,,0.0,042GB,None,BLS
515,2,-73.88225829,40.84127864,0.4792245370370371,0.001597232222222222,0.0,0,,0.0,048GA,None,BLS
516,2,-73.89602778,40.85027907,0.47956018518518523,0.0023958433333333335,0.0,0,,0.0,048AC,None,BLS
517,2,-73.88605628,40.85037521,0.48009259259259257,0.0010879729629629628,0.013888888888888888,1,,0.031261574074074074,048JA,None,BLS
518,1,-73.90666736,40.87469514,0.4802777777777778,0.0008680655555555556,0.028310185185185185,1,14,0.028113425925925927,050ED,GED,ALS
519,1,-73.86051145,40.83671026,0.48322916666666665,8.102851851851851e-05,0.015578703703703704,1,21,0.03181712962962963,043KC,GED,ALS
520,1,-73.92851284,40.83143379,0.48405092592592586,0.0003356581481481481,0.005601851851851852,1,,0.037395833333333336,044EB,None,ALS
521,1,-73.92268852,40.880493,0.48505787037037035,8.102851851851851e-05,0.012766203703703703,1,14,0.030972222222222224,050GC,GED,ALS
522,2,-73.82194794468487,40.86391442365935,0.4856481481481482,0.0028125099999999994,0.03262731481481482,1,61,0.031504629629629625,045JA,GED,BLS
523,1,-73.8767719,40.87949156,0.4861574074074075,0.00019676925925925926,0.02200810185185185,1,25,0.024832175925925928,052NA,GED,ALS
524,1,-73.85508721,40.87595107,0.48685185185185187,0.0001736211111111111,0.0,0,,0.0,047CB,None,ALS
525,1,-73.9065309,40.84812335,0.48744212962962963,0.00016204703703703703,0.015144675925925928,1,19,0.026487268518518518,046AA,GED,ALS
526,2,-73.82822324,40.88152643,0.4876967592592592,0.00020834333333333334,0.0,1,66,0.029756944444444447,045JF,GED,BLS
527,2,-73.85054581,40.82043805,0.48869212962962966,0.0006828803703703703,0.029236111111111112,1,,0.03320601851851852,043BB,GED,BLS
528,1,-73.86253735,40.83139786,0.4889583333333334,0.0006018618518518519,0.007835648148148149,1,,0.03483796296296296,043FD,GED,ALS
529,2,-73.86082292,40.8401257,0.4906134259259259,0.0029398248148148147,0.013738425925925926,1,21,0.05543981481481481,043JC,GED,BLS
530,2,-73.82750375,40.87769759,0.4910763888888889,0.00010417666666666667,0.025277777777777777,1,61,0.023993055555555556,045JE,GED,BLS
531,2,-73.90337338267908,40.821185644624734,0.4924421296296297,0.0009722322222222221,0.0,0,,0.0,042HA,None,BLS
532,2,-73.9251988,40.81073122,0.49289351851851854,0.006006954444444444,0.012291666666666666,1,23,0.030810185185185187,040IA,ATRAUM,BLS
533,2,-73.8773971,40.83548732,0.4931828703703703,0.0004513988888888889,0.02359953703703704,1,63,0.028171296296296302,043HC,GED,BLS
534,2,-73.88225829,40.84127864,0.4939583333333333,0.007673621111111111,0.0,0,,0.0,048GA,None,BLS
535,3,-73.90970363,40.8434967,0.4939699074074075,0.006458343333333333,0.023576388888888893,1,23,0.0344212962962963,044UB,ATRAUM,BLS
536,2,-73.89142258,40.83166742,0.49413194444444436,0.017395843333333338,0.0,0,,0.0,042EA,nan,BLS
537,2,-73.84872659,40.84709516,0.49447916666666664,0.00034723222222222223,0.007013888888888889,1,18,0.01017361111111111,043UD,GED,BLS
538,2,-73.91633323,40.85373378,0.4948958333333333,0.0012963062962962962,0.03605324074074074,1,,0.042187499999999996,046NC,None,BLS
539,2,-73.90142097,40.85193594,0.4953125,0.005335658148148148,0.0,0,,0.0,046BA,None,BLS
540,1,-73.88877296,40.83932313,0.49630787037037033,0.0003356581481481481,0.022789351851851852,1,63,0.03158564814814815,048FA,GED,ALS
541,2,-73.89289195,40.84172338,0.4965740740740741,0.014791676666666668,0.0,0,,0.0,048EA,None,BLS
542,2,-73.83905801,40.8768311,0.49682870370370363,9.260259259259258e-05,0.04657407407407407,1,21,0.02549768518518519,047DB,ATRAUM,BLS
543,2,-73.90380374,40.87342466,0.49857638888888894,0.0004051025925925926,0.0,0,,0.0,050DA,None,BLS
544,2,-73.89113444,40.8311889,0.5011805555555556,0.003425935925925926,0.011111111111111112,1,,0.034895833333333334,042FB,GED,BLS
545,2,-73.890716609599,40.83240298155612,0.5012152777777777,0.0034490840740740744,0.0,0,,0.0,042EA,None,BLS
546,1,-73.8887264,40.82302241,0.5028472222222222,0.00034723222222222223,0.026342592592592588,1,63,0.034479166666666665,041HA,CADULT,ALS
547,2,-73.86001627,40.8920339,0.5029398148148149,0.00431713962962963,0.009791666666666666,1,24,0.03149305555555556,047EB,GED,BLS
548,1,-73.91783509,40.85305809,0.5063541666666667,0.0006944544444444445,0.01915509259259259,1,14,0.029953703703703705,046MB,GED,ALS
549,3,-73.90706763,40.83479023,0.5065740740740741,0.031712972962962965,0.0,0,,0.0,042BB,None,BLS
550,2,-73.87691717,40.87322413,0.5067824074074074,0.0005555655555555556,0.0,0,,0.0,052MA,None,BLS
551,1,-73.89027538229412,40.86110946140857,0.5083564814814815,0.00047454703703703703,0.024166666666666666,1,25,0.028055555555555556,048QB,GED,ALS
552,1,-73.86786912172283,40.82800399036403,0.5101736111111111,0.00011575074074074073,0.01076388888888889,1,,0.035196759259259254,043FD,GED,ALS
553,2,-73.87945528600535,40.8749758571553,0.5119212962962962,8.102851851851851e-05,0.002384259259259259,1,63,0.03244212962962963,052KB,GED,BLS
554,2,-73.91116754,40.88391619,0.513287037037037,0.00020834333333333334,0.04888888888888889,1,13,0.029942129629629628,050GA,GED,BLS
555,1,-73.92531591,40.81035281,0.5138078703703703,8.102851851851851e-05,0.017511574074074072,1,23,0.025543981481481483,040IA,ATRAUM,ALS
556,2,-73.91714483,40.81058858,0.5140393518518519,0.00016204703703703703,0.018032407407407407,1,23,0.025902777777777775,040CA,GED,BLS
557,2,-73.90033617,40.84389564,0.5140625,8.102851851851851e-05,0.0,0,,0.0,048AA,None,BLS
558,2,-73.85853098,40.83523054,0.5152314814814815,5.788037037037037e-05,0.0,0,,0.0,043KC,None,BLS
559,1,-73.88502843,40.85258603,0.5160416666666666,6.945444444444444e-05,0.013125,1,,0.025949074074074072,048NA,PGED,ALS
560,2,-73.86194026,40.81862413,0.5160416766666667,0.00019676925925925926,0.022847222222222224,1,65,0.03141203703703704,043AD,GED,BLS
561,2,-73.90453026,40.81678859,0.5172916666666666,0.00010417666666666667,0.019884259259259258,1,,0.029687500000000002,040DA,PGED,BLS
562,2,-73.91844710251883,40.844612440280955,0.5175925925925926,8.102851851851851e-05,0.014247685185185184,1,15,0.030127314814814815,044NB,GED,BLS
563,3,-73.88703999,40.86993492,0.5177430555555556,0.0021875099999999997,0.0,0,,0.0,052HB,None,BLS
564,2,-73.91921496572999,40.80755381951589,0.5184606481481482,0.0002199174074074074,0.0,0,,0.0,040IA,None,BLS
565,1,-73.86194819,40.82435403,0.5191203703703703,0.00038195444444444446,0.02152777777777778,1,,0.02560185185185185,043CA,GED,ALS
566,2,-73.91344917,40.84025216,0.5214467592592592,6.945444444444444e-05,0.0,0,,0.0,044TA,None,BLS
567,3,-73.86800825,40.85633404,0.5240393518518519,0.0002546396296296296,0.0,0,,0.0,043TC,None,BLS
568,2,-73.85192873,40.84120389,0.5244791666666667,0.0003356581481481481,0.0,0,,0.0,043MC,None,BLS
569,2,-73.86266799,40.87082227,0.5253587962962963,0.0002199174074074074,0.00962962962962963,1,24,0.024907407407407406,047AA,GED,BLS
570,3,-73.92300220796461,40.84366590186291,0.5253819444444444,0.013206028518518518,0.0,0,,0.0,044KC,None,BLS
571,2,-73.89136513044646,40.820307625203455,0.5257523148148148,9.260259259259258e-05,0.0,0,,0.0,041GA,None,BLS
572,1,-73.81315714,40.81760422,0.5258680555555556,0.00010417666666666667,0.027060185185185187,1,,0.037638888888888895,045CD,GED,ALS
573,1,-73.85366369,40.82066545,0.5269560185185186,0.00010417666666666667,0.025451388888888888,1,18,0.03960648148148148,043DB,GED,ALS
574,1,-73.91864965,40.8487811,0.527175925925926,0.0008912137037037039,0.011249999999999998,1,19,0.025300925925925925,046MA,PGED,ALS
575,1,-73.91388388903908,40.84613792597156,0.5273958333333334,0.00020834333333333334,0.008842592592592591,1,15,0.02423611111111111,046IA,PGED,BLS
576,1,-73.91805761,40.84680751,0.5275810185185186,0.0002893618518518519,0.0,0,,0.0,046IA,None,ALS
577,2,-73.91762952,40.81818082,0.5277199074074074,0.0009606581481481481,0.02228009259259259,1,19,0.029976851851851852,040GA,GED,BLS
578,1,-73.86258538665594,40.845961966113485,0.5298148148148148,0.00038195444444444446,0.00880787037037037,1,21,0.04535879629629629,043RD,ATRAUM,BLS
579,1,-73.91771006,40.82161252,0.5310532407407408,0.00020834333333333334,0.036377314814814814,1,23,0.03487268518518519,040GA,GED,ALS
580,2,-73.86857363,40.82555007,0.531099537037037,0.0009606581481481481,0.0,0,,0.0,043FC,None,BLS
581,2,-73.8719299,40.8796196,0.5313888888888889,0.004074084074074074,0.00837962962962963,1,56,0.030844907407407404,052MB,GED,BLS
582,1,-73.83386273,40.86030099,0.5314930555555556,9.260259259259258e-05,0.020069444444444442,1,21,0.03743055555555556,047QB,GED,ALS
583,2,-73.88532046,40.8671102,0.5317939814814815,0.0013078803703703704,0.025300925925925925,1,25,0.027511574074074074,052HA,GED,BLS
584,1,-73.85636957,40.85666837,0.531863425925926,0.0003935285185185185,0.016412037037037037,1,21,0.03201388888888889,043TB,GED,ALS
585,3,-73.92518505107257,40.84380731842227,0.5326273148148148,0.0060416766666666665,0.0,0,,0.0,044KC,None,BLS
586,1,-73.85891782,40.88710387,0.5326388888888889,0.00016204703703703703,0.020381944444444446,1,24,0.035410879629629625,047EA,GED,ALS
587,3,-73.92334246,40.85110815,0.5327430555555556,0.006053250740740741,0.014421296296296295,1,63,0.027696759259259258,046NB,AEDP,BLS
588,1,-73.9211553676088,40.849733201013436,0.535162037037037,8.102851851851851e-05,0.0,0,,0.0,046MA,None,ALS
589,1,-73.90322975,40.90859551,0.5353009259259259,8.102851851851851e-05,0.015185185185185185,1,,0.04071759259259259,050JA,GED,BLS
590,3,-73.92378500920734,40.822883454809435,0.5368981481481482,0.008449084074074074,0.013738425925925926,1,23,0.06119212962962963,044CA,ATRAUM,BLS
591,2,-73.8664216,40.83945735,0.5370486111111111,0.0003356581481481481,0.011215277777777777,1,18,0.02414351851851852,043JB,OBS,BLS
592,1,-73.8786797,40.88291474,0.5370949074074074,0.00020834333333333334,0.02952546296296296,1,25,0.033854166666666664,052NA,GED,ALS
593,2,-73.91804667,40.85199676,0.539375,8.102851851851851e-05,0.004652777777777777,1,19,0.03135416666666666,046MB,GED,BLS
594,1,-73.89817030811584,40.856813007112926,0.5396064814814815,8.102851851851851e-05,0.010138888888888888,1,63,0.024305555555555556,046DA,GED,ALS
595,1,-73.90907475765628,40.81323333571463,0.5405208333333333,0.0006018618518518519,0.005127314814814815,1,23,0.03263888888888889,040CC,ATRAUM,ALS
596,2,-73.90275879,40.86181572,0.5407060185185185,0.009432880370370371,0.01761574074074074,1,14,0.035381944444444445,052BA,GED,BLS
597,3,-73.88627632505137,40.853036162092636,0.5425462962962962,0.017476861851851853,0.0,0,,0.0,048NA,None,BLS
598,1,-73.90301392,40.86718213,0.5434027777777778,0.0005902877777777778,0.013229166666666667,1,,0.026898148148148147,052CA,GED,BLS
599,2,-73.84634977,40.83677966,0.5442824074074074,0.00542825074074074,0.005462962962962962,1,18,0.03436342592592593,043MA,GED,BLS
600,2,-73.90618512,40.82665176,0.5454629629629629,0.014293991481481482,0.019444444444444445,1,19,0.02849537037037037,042GB,GED,BLS
601,1,-73.91449926,40.82069798,0.5456134259259259,0.00011575074074074073,0.01167824074074074,1,6,0.0464236111111111,040FA,GED,ALS
602,1,-73.91594706,40.85338427,0.5456597222222223,0.00019676925925925926,0.028287037037037038,0,19,0.0,046NC,CPEDS,ALS
603,1,-73.914439,40.85523563,0.5457523148148148,0.0003935285185185185,0.0,0,,0.0,046PA,None,BLS
604,1,-73.89558266,40.81630829,0.5460763888888889,0.0002893618518518519,0.020891203703703703,1,23,0.03699074074074074,041GA,GED,ALS
605,1,-73.88968311,40.82233864,0.5466782407407408,9.260259259259258e-05,0.025659722222222223,1,,0.029872685185185183,041HA,GED,ALS
606,2,-73.85095628,40.84924504,0.5484606481481481,0.0013773248148148147,0.02951388888888889,1,18,0.027604166666666666,043UC,GED,BLS
607,2,-73.92758361,40.80983118,0.5491435185185185,8.102851851851851e-05,0.0,1,23,0.025810185185185183,040JN,GED,BLS
608,2,-73.90863153,40.85822366,0.5497453703703704,0.01984954703703704,0.008240740740740741,1,19,0.027442129629629632,046KA,PGED,BLS
609,1,-73.84856418,40.83878377,0.549837962962963,0.00018519518518518517,0.01653935185185185,1,65,0.029270833333333333,043MC,GED,ALS
610,2,-73.90142097,40.85193594,0.5519791666666667,0.002523158148148148,0.0,0,,0.0,046BA,None,BLS
611,2,-73.91708558,40.82647593,0.552962962962963,5.788037037037037e-05,0.01965277777777778,1,23,0.024166666666666666,044HA,GED,BLS
612,1,-73.89653875,40.82337842,0.5547337962962963,9.260259259259258e-05,0.0,0,,0.0,041IA,None,ALS
613,2,-73.90172427,40.83228323,0.5569560185185185,0.00010417666666666667,0.009421296296296296,1,63,0.02802083333333333,042CA,GED,BLS
614,1,-73.90267557,40.82507944,0.5577777777777778,0.00031251,0.020300925925925927,1,19,0.03177083333333333,042HB,GED,ALS
615,1,-73.90178343,40.87459518,0.5597453703703704,0.00010417666666666667,0.015555555555555553,1,14,0.026689814814814816,050DB,GED,ALS
616,2,-73.87819635,40.87298907,0.5599768518518519,0.0010532507407407406,0.0,0,,0.0,052MA,None,BLS
617,3,-73.91688328,40.84019144,0.5602314814814815,0.0019560285185185188,0.0,0,,0.0,044TA,None,BLS
618,1,-73.92239916,40.80937003,0.5616550925925926,0.00019676925925925926,0.0,0,,0.0,040IA,None,ALS
619,1,-73.87335156670282,40.84080599984421,0.5618055555555556,0.0002662137037037037,0.0,0,,0.0,048HA,None,ALS
620,1,-73.88723412,40.83694117,0.5639467592592593,0.0007060285185185185,0.004710648148148148,1,63,0.028530092592592593,042DA,GED,ALS
621,2,-73.90895876,40.83250374,0.5650000000000001,0.004675935925925926,0.02681712962962963,1,19,0.032916666666666664,042GC,GED,BLS
622,1,-73.85494347,40.83959383,0.5668749999999999,0.0005787137037037038,0.01644675925925926,1,65,0.028402777777777777,043KD,GED,BLS
623,2,-73.9160022,40.83772394,0.5674768518518518,0.0004051025925925926,0.008749999999999999,1,19,0.02837962962962963,044PA,GED,BLS
624,2,-73.92371657,40.81783245,0.5692361111111112,0.00018519518518518517,0.0,0,,0.0,040GA,None,BLS
625,3,-73.88674053,40.81473114,0.569375,0.0006597322222222222,0.0,1,65,0.02836805555555556,041CA,GED,BLS
626,1,-73.91996079,40.80584032,0.5706481481481481,0.00034723222222222223,0.027268518518518515,1,10,0.028344907407407412,040AH,GED,ALS
627,1,-73.90032559392928,40.82494056992203,0.5732638888888889,0.0004051025925925926,0.0,0,,0.0,042HB,None,ALS
628,3,-73.87224717,40.83947316,0.5760532407407407,0.0022916766666666666,0.016064814814814813,1,63,0.028969907407407406,043RB,GED,BLS
629,1,-73.89383056,40.84777885,0.5762962962962963,0.002337972962962963,0.007349537037037037,1,63,0.039594907407407405,048BC,CADULT,ALS
630,2,-73.88830682,40.86771615,0.5786689814814815,0.0017592692592592592,0.020405092592592593,1,,0.04109953703703704,052GA,GED,BLS
631,1,-73.90424379,40.86322338,0.5795254629629629,0.0006481581481481482,0.0,0,,0.0,052CA,None,ALS
632,1,-73.87652575,40.8356039,0.5801273148148148,0.0001736211111111111,0.018912037037037036,1,21,0.02667824074074074,043HC,GED,ALS
633,1,-73.91576519,40.80472276,0.5816087962962962,0.00019676925925925926,0.016041666666666666,1,6,0.028460648148148148,040AH,GED,ALS
634,2,-73.89941368,40.83966488,0.5817939814814814,0.00015047296296296297,0.0,0,,0.0,042AA,None,BLS
635,1,-73.88595243,40.87818895,0.5823032407407408,0.00037038037037037035,0.023020833333333334,1,25,0.02585648148148148,052JC,PGED,ALS
636,3,-73.92275803797244,40.817387843882855,0.5823958333333333,0.004155102592592593,0.0,0,,0.0,040HB,None,BLS
637,3,-73.91223222534113,40.84331786598135,0.5840625,0.0006828803703703703,0.0,0,,0.0,044TA,None,BLS
638,2,-73.9045771,40.84790456,0.5843518518518519,0.0004976951851851853,0.014814814814814814,1,19,0.030694444444444444,046AA,GED,BLS
639,1,-73.92448847,40.82250568,0.5854513888888889,0.00010417666666666667,0.005983796296296296,1,23,0.019664351851851853,044BB,ATRAUM,BLS
640,2,-73.85739816,40.85405875,0.5854976851851852,5.788037037037037e-05,0.0,0,,0.0,043TB,None,BLS
641,1,-73.9241286,40.82300095,0.5857175925925925,1e-08,0.0,0,,0.0,044BB,nan,BLS
642,1,-73.92067696,40.8066242,0.586875,0.00034723222222222223,0.0,0,,0.0,040JH,None,ALS
643,2,-73.86006825,40.8923655,0.5872337962962962,6.945444444444444e-05,0.016203703703703703,1,24,0.029282407407407406,047EB,GED,BLS
644,3,-73.9043082,40.84948925,0.588900462962963,0.0002199174074074074,0.04086805555555555,1,,0.01480324074074074,046BA,GED,BLS
